mesh_name
Parietal_bone.r_Generated_Mesh_From_X3D.642
Left_parietal_bone_Generated_Mesh_From_X3D.643
Frontal_bone_Generated_Mesh_From_X3D.633
Occipital_bone_Generated_Mesh_From_X3D.634
Sphenoid_bone.l_Generated_Mesh_From_X3D.635
Temporal_bone.r_Generated_Mesh_From_X3D.636
Temporal_bone.l_Generated_Mesh_From_X3D.636
Ethmoid_bone_Generated_Mesh_From_X3D.638
Inferior_nasal_concha_bone.r_Generated_Mesh_From_X3D.654
Inferior_nasal_concha_bone.l_Generated_Mesh_From_X3D.654
LAcrimal_bone.r_Generated_Mesh_From_X3D.646
LAcrimal_bone.l_Generated_Mesh_From_X3D.646
Nasal_bone.r_Generated_Mesh_From_X3D.648
Nasal_bone.l_Generated_Mesh_From_X3D.648
Vomer_Generated_Mesh_From_X3D.905
Maxilla.r_Generated_Mesh_From_X3D.650
Maxilla.l_Generated_Mesh_From_X3D.650
Palatine_bone.r_Generated_Mesh_From_X3D.652
Palatine_bone.l_Generated_Mesh_From_X3D.652
Zygomatic_bone.r_Generated_Mesh_From_X3D.644
Zygomatic_bone.l_Generated_Mesh_From_X3D.644
Mandible_Generated_Mesh_From_X3D.639
Hyoid_bone_Generated_Mesh_From_X3D.640
Malleus.r_Anatomy_of_the_Inner_Ear_Sketchfab_upload_01.001
Malleus.l_Anatomy_of_the_Inner_Ear_Sketchfab_upload_01.001
Incus.r_Anatomy_of_the_Inner_Ear_Sketchfab_upload_01.002
Incus.l_Anatomy_of_the_Inner_Ear_Sketchfab_upload_01.002
Stapes.r_Anatomy_of_the_Inner_Ear_Sketchfab_upload_01.003
Stapes.l_Anatomy_of_the_Inner_Ear_Sketchfab_upload_01.003
11-Upper_medial_incisor.r_Generated_Mesh_From_X3D.664
12-Upper_lateral_incisor.r_Generated_Mesh_From_X3D.663
13-Upper_canine.r_Generated_Mesh_From_X3D.685
14-Upper_first_premolar.r_Generated_Mesh_From_X3D.670
15-Upper_second_premolar.r_Generated_Mesh_From_X3D.669
16-Upper_first_molar.r_Generated_Mesh_From_X3D.678
17-Upper_second_molar.r_Generated_Mesh_From_X3D.677
31-Lower_medial_incisor.r_Generated_Mesh_From_X3D.689
32-Lower_lateral_incisor.r_Generated_Mesh_From_X3D.687
33-Lower_canine.r_Generated_Mesh_From_X3D.667
34-Lower_first_premolar.r_Generated_Mesh_From_X3D.675
35-Lower_second_premolar.r_Generated_Mesh_From_X3D.676
36-Lower_first_molar.r_Generated_Mesh_From_X3D.683
37-Lower_second_molar.r_Generated_Mesh_From_X3D.684
11-Upper_medial_incisor.l_Generated_Mesh_From_X3D.664
12-Upper_lateral_incisor.l_Generated_Mesh_From_X3D.663
13-Upper_canine.l_Generated_Mesh_From_X3D.685
14-Upper_first_premolar.l_Generated_Mesh_From_X3D.670
15-Upper_second_premolar.l_Generated_Mesh_From_X3D.669
16-Upper_first_molar.l_Generated_Mesh_From_X3D.678
17-Upper_second_molar.l_Generated_Mesh_From_X3D.677
31-Lower_medial_incisor.l_Generated_Mesh_From_X3D.689
32-Lower_lateral_incisor.l_Generated_Mesh_From_X3D.687
33-Lower_canine.l_Generated_Mesh_From_X3D.667
34-Lower_first_premolar.l_Generated_Mesh_From_X3D.675
35-Lower_second_premolar.l_Generated_Mesh_From_X3D.676
36-Lower_first_molar.l_Generated_Mesh_From_X3D.683
37-Lower_second_molar.l_Generated_Mesh_From_X3D.684
Nasal_septal_cartilage_Generated_Mesh_From_X3D.027
Minor_alar_cartilage.r_Generated_Mesh_From_X3D.029
Major_alar_cartilage.r_Generated_Mesh_From_X3D.031
Minor_alar_cartilages.l_Generated_Mesh_From_X3D.029
Major_alar_cartilage.l_Generated_Mesh_From_X3D.031
Thyroid_cartilage_Generated_Mesh_From_X3D.656
C3_Generated_Mesh_From_X3D.011
C5_Generated_Mesh_From_X3D.013
C6_Generated_Mesh_From_X3D.014
C7_Generated_Mesh_From_X3D.015
Atlas-Labels_Cone.049
Axis_Cone.048
Cervical_vertebra-Labels_Cone.046
Cervical_vertebra-Labels.001_Cone.011
T1_Generated_Mesh_From_X3D.900
T2_Generated_Mesh_From_X3D.901
T3_Generated_Mesh_From_X3D.902
T4_Generated_Mesh_From_X3D.903
T5_Generated_Mesh_From_X3D.911
T6_Generated_Mesh_From_X3D.912
T7_Generated_Mesh_From_X3D.913
T9_Generated_Mesh_From_X3D
T10_Generated_Mesh_From_X3D.001
T11_Generated_Mesh_From_X3D.002
T12_Generated_Mesh_From_X3D.003
T8_Cone.015
L1_Generated_Mesh_From_X3D.016
L2_Generated_Mesh_From_X3D.017
L4_Generated_Mesh_From_X3D.019
L5_Generated_Mesh_From_X3D.020
Vertebra_Cone.004
Sacrum_Cone.016
Coccyx_Cone.045
8th_rib.r_Generated_Mesh_From_X3D.886
10th_rib.r_Generated_Mesh_From_X3D.891
2d_rib.r_Generated_Mesh_From_X3D.856
3rd_rib.r_Generated_Mesh_From_X3D.858
4th_rib.r_Generated_Mesh_From_X3D.860
5th_rib.r_Generated_Mesh_From_X3D.870
7th_rib.r_Generated_Mesh_From_X3D.882
9th_rib.r_Generated_Mesh_From_X3D.888
11th_rib.r_Generated_Mesh_From_X3D.893
1st_rib.r_Generated_Mesh_From_X3D.854
12th_rib.r_Generated_Mesh_From_X3D.895
8th_rib.l_Generated_Mesh_From_X3D.886
10th_rib.l_Generated_Mesh_From_X3D.891
2d_rib.l_Generated_Mesh_From_X3D.856
3rd_rib.l_Generated_Mesh_From_X3D.858
4th_rib.l_Generated_Mesh_From_X3D.860
5th_rib.l_Generated_Mesh_From_X3D.870
7th_rib.l_Generated_Mesh_From_X3D.882
9th_rib.l_Generated_Mesh_From_X3D.888
6th_rib.l_Generated_Mesh_From_X3D.876
11th_rib.l_Generated_Mesh_From_X3D.893
1st_rib.l_Generated_Mesh_From_X3D.854
12th_rib.l_Generated_Mesh_From_X3D.895
6th_rib.r_Cone.019
Xiphoid_process_Generated_Mesh_From_X3D.840
Manubrium_of_sternum.r_Cone.020
Sternum.r_Cone.021
Costal_cartilages.r_Generated_Mesh_From_X3D.108
Costal_cartilages.l_Generated_Mesh_From_X3D.108
Scapula.l_Generated_Mesh_From_X3D.703
Scapula.r_Cone.013
Clavicle.r_Cone.010
Clavicle.l_Cone.010
Humerus.l.001_Generated_Mesh_From_X3D.720
Humerus.r.023_Cone.017
Radius.l_Generated_Mesh_From_X3D.744
Radius.r_Cone.014
Ulna.l_Generated_Mesh_From_X3D.743
Ulna.r_Cone.007
Capitate_bone.r_Generated_Mesh_From_X3D.736
Hamate_bone.r_Generated_Mesh_From_X3D.721
Lunate_bone.r_Generated_Mesh_From_X3D.719
Pisiform_bone.r_Generated_Mesh_From_X3D.713
Scaphoid_bone.r_Generated_Mesh_From_X3D.704
Trapezium_bone.r_Generated_Mesh_From_X3D.702
Trapezoid_bone.r_Generated_Mesh_From_X3D.701
Triquetrum_bone.r_Generated_Mesh_From_X3D.700
Capitate_bone.l_Generated_Mesh_From_X3D.736
Hamate_bone.l_Generated_Mesh_From_X3D.721
Lunate_bone.l_Generated_Mesh_From_X3D.719
Pisiform_bone.l_Generated_Mesh_From_X3D.713
Scaphoid_bone.l_Generated_Mesh_From_X3D.704
Trapezium_bone.l_Generated_Mesh_From_X3D.702
Trapezoid_bone.l_Generated_Mesh_From_X3D.701
Triquetrum_bone.l_Generated_Mesh_From_X3D.700
1st_metacarpal_bone.r_Generated_Mesh_From_X3D.742
2d_metacarpal_bone.r_Generated_Mesh_From_X3D.741
3d_metacarpal_bone.r_Generated_Mesh_From_X3D.740
4th_metacarpal_bone.r_Generated_Mesh_From_X3D.739
5th_metacarpal_bone.r_Generated_Mesh_From_X3D.738
1st_metacarpal_bone.l_Generated_Mesh_From_X3D.742
2d_metacarpal_bone.l_Generated_Mesh_From_X3D.741
3d_metacarpal_bone.l_Generated_Mesh_From_X3D.740
4th_metacarpal_bone.l_Generated_Mesh_From_X3D.739
5th_metacarpal_bone.l_Generated_Mesh_From_X3D.738
Distal_phalanx_of_1st_finger.r_Generated_Mesh_From_X3D.735
Distal_phalanx_of_2d_finger.r_Generated_Mesh_From_X3D.733
Distal_phalanx_of_3d_finger.r_Generated_Mesh_From_X3D.732
Distal_phalanx_of_4th_finger.r_Generated_Mesh_From_X3D.725
Distal_phalanx_of_5th_finger.r_Generated_Mesh_From_X3D.722
Middle_phalanx_of_2d_finger.r_Generated_Mesh_From_X3D.718
Middle_phalanx_of_3rd_finger.r_Generated_Mesh_From_X3D.717
Middle_phalanx_of_4th_finger.r_Generated_Mesh_From_X3D.716
Middle_phalanx_of_5th_finger.r_Generated_Mesh_From_X3D.715
Proximal_phalanx_of_1st_finger.r_Generated_Mesh_From_X3D.711
Proximal_phalanx_of_2d_finger.r_Generated_Mesh_From_X3D.709
Proximal_phalanx_of_3rd_finger.r_Generated_Mesh_From_X3D.707
Proximal_phalanx_of_4th_finger.r_Generated_Mesh_From_X3D.706
Proximal_phalanx_of_5th_finger.r_Generated_Mesh_From_X3D.705
Distal_phalanx_of_1st_finger.l_Generated_Mesh_From_X3D.735
Distal_phalanx_of_2d_finger.l_Generated_Mesh_From_X3D.733
Distal_phalanx_of_3d_finger.l_Generated_Mesh_From_X3D.732
Distal_phalanx_of_4th_finger.l_Generated_Mesh_From_X3D.725
Distal_phalanx_of_5th_finger.l_Generated_Mesh_From_X3D.722
Middle_phalanx_of_2d_finger.l_Generated_Mesh_From_X3D.718
Middle_phalanx_of_3rd_finger.l_Generated_Mesh_From_X3D.717
Middle_phalanx_of_4th_finger.l_Generated_Mesh_From_X3D.716
Middle_phalanx_of_5th_finger.l_Generated_Mesh_From_X3D.715
Proximal_phalanx_of_1st_finger.l_Generated_Mesh_From_X3D.711
Proximal_phalanx_of_2d_finger.l_Generated_Mesh_From_X3D.709
Proximal_phalanx_of_3rd_finger.l_Generated_Mesh_From_X3D.707
Proximal_phalanx_of_4th_finger.l_Generated_Mesh_From_X3D.706
Proximal_phalanx_of_5th_finger.l_Generated_Mesh_From_X3D.705
Hip_bone.l_Generated_Mesh_From_X3D.823
Hip_bone.r_Cone.023
Femur.l_Generated_Mesh_From_X3D.867
Femur.r_Cone.043
Patella.r_Generated_Mesh_From_X3D.277
Patella.l_Generated_Mesh_From_X3D.277
Tibia.l_Generated_Mesh_From_X3D.248
Tibia.r_Cone.012
Fibula.l_Generated_Mesh_From_X3D.348
Fibula.r_Cone.029
Talus.r_Generated_Mesh_From_X3D.250
Talus.l_Generated_Mesh_From_X3D.250
Calcaneus.r_Generated_Mesh_From_X3D.910
Calcaneus.l_Generated_Mesh_From_X3D.910
Navicular_bone.r_Generated_Mesh_From_X3D.279
Navicular_bone.l_Generated_Mesh_From_X3D.279
Cuboid_bone.r_Generated_Mesh_From_X3D.894
Cuboid_bone.l_Generated_Mesh_From_X3D.894
Intermediate_cuneiform_bone.r_Generated_Mesh_From_X3D.798
Lateral_cuneiform_bone.r_Generated_Mesh_From_X3D.795
Medial_cuneiform_bone.r_Generated_Mesh_From_X3D.784
Intermediate_cuneiform_bone.l_Generated_Mesh_From_X3D.798
Lateral_cuneiform_bone.l_Generated_Mesh_From_X3D.795
Medial_cuneiform_bone.l_Generated_Mesh_From_X3D.784
1st_metatarsal_bone.r_Generated_Mesh_From_X3D.935
2d_metatarsal_bone.r_Generated_Mesh_From_X3D.931
3rd_metatarsal_bone.r_Generated_Mesh_From_X3D.929
4th_metatarsal_bone.r_Generated_Mesh_From_X3D.925
5th_metatarsal_bone.r_Generated_Mesh_From_X3D.920
1st_metatarsal_bone.l_Generated_Mesh_From_X3D.935
2d_metatarsal_bone.l_Generated_Mesh_From_X3D.931
3rd_metatarsal_bone.l_Generated_Mesh_From_X3D.929
4th_metatarsal_bone.l_Generated_Mesh_From_X3D.925
5th_metatarsal_bone.l_Generated_Mesh_From_X3D.920
Distal_phalanx_of_1st_finger_of_foot.r_Generated_Mesh_From_X3D.890
Distal_phalanx_of_2d_finger_of_foot.r_Generated_Mesh_From_X3D.887
Distal_phalanx_of_3rd_finger_of_foot.r_Generated_Mesh_From_X3D.881
Distal_phalanx_of_4th_finger_of_foot.r_Generated_Mesh_From_X3D.875
